winningTeam,blueTeamWardsPlaced,blueTeamKills,blueTeamTotalJungleMinionsKilled,blueTeamTotalMinionsKilled,blueTeamAvgLevel,blueTeamCsPerMinute,blueTeamGoldPerMinute,redTeamWardsDestroyed,redTeamKills,redTeamTotalJungleMinionsKilled,redTeamTotalMinionsKilled,redTeamAvgLevel,redTeamCsPerMinute,redTeamGoldPerMinute
1,29,11,68.6,197.2,8.3,17.72,1259.74,2,12,60.2,196.7,8.48,17.13,1299.59
1,40,8,70.8,245.8,8.68,21.11,1308.69,2,2,68.0,250.3,8.36,21.22,1185.47
0,23,9,60.0,236.5,8.34,19.77,1283.2,1,6,69.2,204.6,8.24,18.25,1227.83
1,22,14,70.6,172.6,8.0,16.21,1328.54,4,13,63.6,205.7,8.04,17.95,1312.59
1,26,6,61.2,212.8,8.26,18.27,1229.09,8,10,60.1,209.1,8.42,17.95,1370.51
1,25,11,74.5,220.0,8.34,19.63,1350.81,5,9,63.6,202.7,7.9,17.75,1173.01
0,130,16,44.7,178.0,7.9,14.85,1353.07,9,15,85.0,187.5,8.1,18.17,1372.15
1,21,10,63.6,228.4,8.48,19.47,1391.16,4,9,61.0,186.5,8.24,16.5,1201.27
1,24,9,54.8,213.3,8.02,17.87,1196.02,8,12,63.2,183.8,8.16,16.47,1280.19
1,40,9,66.0,254.5,8.64,21.37,1246.42,6,7,57.4,225.2,8.36,18.84,1217.81
1,264,17,62.6,184.4,8.44,16.47,1377.07,2,9,63.3,196.6,8.38,17.33,1243.86
0,23,6,44.6,218.6,7.86,17.55,1105.18,5,9,64.4,208.4,8.52,18.19,1192.59
0,18,17,54.8,142.8,8.26,13.17,1278.47,1,14,42.6,218.1,8.2,17.38,1336.55
1,20,19,71.9,189.6,8.44,17.43,1428.79,1,15,46.0,150.1,8.26,13.07,1203.61
0,17,8,59.5,183.6,8.02,16.21,1176.88,1,13,62.6,235.3,8.74,19.86,1368.14
0,67,7,59.4,213.0,8.12,18.16,1216.98,33,14,42.0,185.6,8.42,15.17,1250.49
1,20,6,72.8,207.6,8.22,18.69,1267.31,0,17,63.5,215.0,8.7,18.57,1433.11
1,28,17,66.4,216.5,8.7,18.86,1419.75,6,9,57.6,185.3,8.2,16.19,1197.16
1,406,25,76.6,200.8,8.7,18.49,1502.49,0,10,46.1,165.3,7.9,14.09,1210.63
0,36,7,63.0,203.5,8.12,17.77,1268.99,0,15,55.7,192.3,8.1,16.53,1353.11
1,17,14,74.0,243.9,9.0,21.19,1395.56,1,5,66.8,191.3,8.34,17.21,1152.97
0,27,8,62.6,181.8,8.06,16.29,1224.55,6,12,63.0,190.8,8.26,16.92,1250.05
0,19,11,57.4,194.0,8.38,16.76,1284.89,0,13,68.1,198.7,8.62,17.79,1271.11
1,419,20,72.0,234.6,8.78,20.44,1439.26,1,7,64.0,192.7,8.4,17.11,1142.89
0,23,8,50.4,211.5,8.14,17.46,1239.77,1,19,73.2,235.4,8.72,20.57,1417.77
1,14,15,58.2,213.9,8.8,18.14,1494.14,0,5,51.2,177.0,8.14,15.21,1074.21
0,23,10,52.4,173.6,8.34,15.07,1272.83,9,16,59.6,180.0,8.3,15.97,1370.01
1,75,10,71.1,188.9,8.12,17.33,1185.74,23,10,40.2,180.7,8.24,14.73,1221.44
0,32,14,53.1,195.2,8.2,16.55,1315.69,1,15,63.2,201.9,8.42,17.67,1349.82
0,237,11,57.6,216.5,8.58,18.27,1276.6,11,15,69.8,251.3,8.86,21.41,1445.35
1,28,13,56.4,232.2,8.38,19.24,1362.36,6,14,72.5,222.2,8.58,19.65,1278.41
0,25,6,60.6,262.4,8.46,21.53,1313.01,1,12,73.6,230.8,8.82,20.29,1349.23
1,24,10,79.0,247.4,8.7,21.76,1324.19,4,8,68.4,254.8,8.58,21.55,1292.26
1,135,12,61.8,241.1,8.66,20.19,1277.84,3,16,70.8,215.2,8.7,19.07,1379.77
1,33,16,65.2,234.3,8.26,19.97,1497.47,6,8,68.1,210.2,8.06,18.55,1250.11
1,33,11,88.1,243.6,8.48,22.11,1387.99,5,7,49.4,281.6,8.26,22.07,1339.24
1,114,14,48.3,242.7,8.54,19.4,1353.0,8,3,71.6,241.6,8.24,20.88,1213.07
1,25,3,66.0,261.4,8.36,21.83,1242.77,9,7,80.3,274.8,8.6,23.67,1328.11
0,20,10,60.7,241.5,8.64,20.15,1296.64,2,5,71.0,235.7,8.38,20.45,1211.21
0,22,5,70.6,206.4,8.2,18.47,1174.23,6,11,69.6,218.4,8.4,19.2,1314.93
0,31,13,63.6,207.3,8.22,18.06,1318.25,2,18,69.8,241.3,8.68,20.74,1456.54
1,25,12,73.1,258.2,8.9,22.09,1348.0,4,4,61.5,234.7,8.24,19.75,1158.13
1,21,11,62.2,241.0,8.66,20.21,1350.73,2,8,82.0,246.8,8.58,21.92,1310.99
0,22,7,63.3,207.0,8.26,18.02,1227.07,4,12,58.0,193.3,8.2,16.75,1294.45
1,22,9,67.9,248.6,8.62,21.1,1309.08,6,10,68.4,223.1,8.4,19.43,1286.53
0,35,14,57.2,237.3,8.26,19.63,1344.62,6,9,73.2,220.5,8.4,19.58,1319.24
1,25,15,76.7,233.6,8.66,20.69,1343.89,3,5,63.0,231.9,8.2,19.66,1221.82
0,17,4,68.6,245.4,8.5,20.93,1182.2,3,11,66.2,256.0,8.92,21.48,1335.28
0,21,16,60.0,199.5,8.46,17.3,1439.2,1,13,72.8,252.6,8.9,21.69,1433.35
1,22,11,75.4,262.5,8.66,22.53,1354.13,4,5,78.2,260.3,8.5,22.57,1231.45
1,27,13,54.6,248.8,8.54,20.23,1344.7,7,5,68.3,253.8,8.32,21.47,1287.71
1,25,16,62.7,228.9,8.44,19.44,1344.04,3,9,65.4,271.6,8.62,22.47,1389.71
1,27,7,75.2,215.8,8.52,19.4,1266.19,10,10,68.6,223.9,8.6,19.5,1254.33
1,27,12,78.0,220.2,8.58,19.88,1351.11,3,8,73.1,215.4,8.52,19.23,1228.83
1,24,8,77.3,278.4,8.74,23.71,1373.88,4,8,56.8,249.3,8.48,20.41,1258.73
0,33,15,57.2,248.8,8.46,20.4,1446.71,5,10,44.1,199.5,7.86,16.24,1270.75
1,24,6,68.4,252.8,8.68,21.41,1270.44,6,11,70.2,240.2,8.94,20.69,1290.8
1,30,8,64.6,245.2,8.54,20.65,1297.29,9,11,71.5,235.7,8.64,20.48,1380.96
0,18,13,52.4,245.7,8.3,19.87,1373.57,4,16,66.8,249.6,8.52,21.09,1447.79
1,27,19,48.8,223.6,8.52,18.16,1369.47,3,7,53.3,218.1,8.22,18.09,1184.29
1,43,19,53.1,212.7,8.28,17.72,1520.63,6,12,62.8,219.8,8.36,18.84,1338.99
1,24,19,48.0,205.4,8.22,16.89,1380.32,6,13,63.7,188.4,8.08,16.81,1312.86
0,33,7,76.4,271.0,8.68,23.16,1302.45,10,9,68.0,258.5,8.7,21.77,1348.18
1,21,10,48.6,244.2,8.12,19.52,1316.65,4,9,65.2,221.5,8.22,19.11,1269.07
1,28,8,73.7,252.0,8.84,21.71,1349.27,6,12,66.6,256.9,8.76,21.57,1402.78
1,38,16,70.0,239.9,8.64,20.66,1410.2,8,6,49.0,236.3,8.12,19.02,1156.44
1,25,13,64.0,229.2,8.36,19.55,1441.05,1,8,76.5,212.6,8.24,19.27,1246.35
1,47,8,71.0,203.5,8.38,18.3,1273.83,4,6,67.5,231.9,8.48,19.96,1267.24
1,25,12,57.2,238.9,8.54,19.74,1377.83,4,6,68.8,208.0,8.06,18.45,1202.6
0,24,4,75.8,259.9,8.6,22.38,1257.4,9,8,62.2,232.8,8.44,19.67,1225.25
0,24,17,70.7,267.8,8.9,22.57,1596.33,9,13,66.4,247.7,8.64,20.94,1334.87
0,24,5,59.1,242.6,8.18,20.11,1246.82,6,12,83.4,202.4,8.38,19.05,1379.19
1,50,14,64.6,223.8,8.32,19.23,1453.25,1,11,67.2,196.8,8.42,17.6,1250.54
1,29,8,62.6,202.6,8.32,17.68,1249.43,4,14,62.8,230.1,8.58,19.53,1367.58
1,22,13,70.2,235.0,8.5,20.35,1341.11,4,12,65.1,232.6,8.98,19.85,1390.0
0,27,8,62.0,221.0,8.16,18.87,1245.79,5,13,57.5,216.8,7.94,18.29,1327.91
0,67,7,63.9,238.0,8.76,20.13,1269.69,10,5,69.1,279.5,8.5,23.24,1322.43
1,24,12,74.5,248.7,8.62,21.55,1422.45,5,7,57.8,237.6,8.4,19.69,1241.78
0,21,10,67.3,186.8,7.96,16.94,1259.53,5,15,60.8,219.9,8.24,18.71,1481.99
1,129,9,53.3,230.3,8.24,18.91,1217.71,9,9,50.3,248.0,7.92,19.89,1295.11
0,27,6,72.4,247.9,8.54,21.35,1250.14,4,8,76.6,263.4,8.82,22.67,1400.37
0,30,11,59.2,217.3,8.24,18.43,1268.3,3,21,83.6,237.0,8.82,21.37,1672.0
0,40,10,47.6,175.3,8.02,14.86,1213.75,7,18,63.4,217.2,8.46,18.71,1448.34
0,19,11,72.0,236.6,8.62,20.57,1351.47,6,5,69.6,245.4,8.42,21.0,1187.52
0,22,9,71.4,202.1,8.02,18.23,1286.01,5,12,54.2,218.0,8.06,18.15,1285.95
0,41,6,58.8,238.0,8.34,19.79,1247.32,7,9,80.8,239.1,8.6,21.33,1279.83
1,21,20,69.2,241.2,8.82,20.69,1538.59,4,11,57.0,228.0,8.36,19.0,1287.19
0,17,9,55.2,199.4,8.08,16.97,1189.61,1,22,63.4,228.7,8.42,19.47,1521.39
0,60,12,58.8,253.5,8.5,20.82,1389.33,5,7,41.4,224.2,8.24,17.71,1177.22
1,25,12,56.4,194.3,8.34,16.71,1230.07,9,11,70.4,244.4,8.76,20.99,1382.59
1,32,18,60.8,227.4,8.8,19.21,1463.67,4,6,87.2,262.0,8.7,23.28,1359.05
0,55,12,53.2,252.6,8.68,20.39,1367.03,23,6,69.2,238.8,8.34,20.53,1202.56
0,130,16,62.9,219.6,8.46,18.83,1449.59,6,9,68.4,205.6,8.32,18.27,1287.87
0,41,7,78.4,223.1,8.68,20.1,1255.41,5,3,65.3,225.2,8.3,19.37,1146.82
0,38,5,69.3,220.0,8.22,19.29,1164.61,2,11,75.4,254.7,8.54,22.01,1360.03
1,20,13,58.6,224.1,8.46,18.85,1304.4,4,11,53.4,226.8,8.2,18.68,1301.31
1,27,15,58.4,248.3,8.54,20.45,1463.78,6,10,52.0,240.6,8.54,19.51,1351.96
0,27,1,63.4,217.3,8.2,18.71,1119.24,6,10,81.0,256.0,8.78,22.47,1443.86
0,170,10,58.4,225.1,8.36,18.9,1304.05,7,11,62.6,243.7,8.5,20.42,1344.34
1,29,12,73.8,241.5,8.7,21.02,1286.87,2,6,59.9,195.2,8.22,17.01,1142.07
0,23,9,66.8,247.3,8.36,20.94,1248.04,7,12,66.6,272.6,8.66,22.61,1449.21
0,15,18,67.4,229.7,8.68,19.81,1458.21,4,11,68.1,231.0,8.46,19.94,1330.41
1,301,6,67.9,263.9,8.54,22.12,1213.45,8,6,76.1,237.8,8.66,20.93,1249.7
1,43,11,77.8,249.9,8.62,21.85,1376.61,2,10,68.6,209.9,8.58,18.57,1303.49
0,20,13,66.1,234.8,8.76,20.06,1479.64,5,12,56.8,250.7,8.44,20.5,1339.54
1,31,13,52.4,244.8,8.5,19.81,1407.87,5,9,66.6,221.1,8.22,19.18,1364.23
1,28,22,60.8,240.1,8.62,20.06,1579.67,1,7,49.6,218.4,8.12,17.87,1247.39
1,28,9,74.6,290.0,8.78,24.31,1418.64,7,8,74.4,225.2,8.32,19.97,1263.63
1,48,13,76.2,237.5,8.6,20.91,1403.73,2,10,47.6,212.0,8.18,17.31,1248.92
1,25,11,64.7,257.9,8.42,21.51,1333.02,3,12,77.4,224.7,8.56,20.14,1324.82
0,20,10,59.4,195.2,7.66,16.97,1258.27,4,15,76.2,222.1,8.68,19.89,1533.63
1,29,13,39.3,203.8,8.0,16.21,1274.67,6,10,62.4,223.0,8.26,19.03,1413.01
0,45,9,58.0,245.6,8.7,20.24,1351.45,7,13,64.8,254.3,8.58,21.27,1358.6
0,32,7,64.0,290.1,8.52,23.61,1289.57,5,16,62.1,243.2,8.68,20.35,1453.51
1,35,8,34.8,258.4,8.36,19.55,1233.87,3,6,64.1,240.1,8.42,20.28,1253.33
1,45,14,67.8,221.5,8.36,19.29,1420.05,10,10,52.3,245.8,8.36,19.87,1379.15
0,198,8,56.6,235.1,8.42,19.45,1284.71,4,13,76.4,242.7,8.78,21.27,1490.07
0,27,7,57.4,243.2,8.3,20.04,1262.57,4,4,64.4,255.9,8.8,21.35,1272.77
1,22,15,61.9,230.8,8.7,19.51,1430.39,2,4,52.3,187.1,7.92,15.96,1115.99
1,38,12,56.6,228.1,8.46,18.98,1349.8,5,6,64.8,238.5,8.32,20.22,1215.01
0,34,16,64.1,251.3,8.78,21.03,1384.97,1,15,73.0,252.5,8.98,21.7,1442.19
1,136,12,66.2,240.1,8.4,20.42,1356.25,4,14,50.8,207.0,8.08,17.19,1322.06
0,39,9,53.6,207.7,8.22,17.42,1290.1,2,8,56.1,220.1,8.2,18.41,1196.89
1,27,10,51.0,217.5,8.42,17.9,1312.07,5,3,73.4,219.8,8.4,19.55,1225.89
1,28,16,49.6,244.0,8.42,19.57,1442.63,3,9,64.3,188.1,8.18,16.83,1211.68
0,26,13,55.5,226.2,8.36,18.78,1377.29,6,17,69.7,239.7,8.5,20.63,1436.84
1,21,14,55.5,209.5,7.86,17.67,1315.15,6,9,64.6,224.2,7.9,19.25,1281.81
1,24,13,59.9,253.5,8.4,20.89,1354.81,4,9,68.8,216.8,8.18,19.04,1243.77
1,234,10,51.0,217.7,8.08,17.91,1240.17,5,9,68.4,183.9,8.56,16.82,1259.07
1,19,17,72.7,229.3,8.58,20.13,1434.6,4,8,51.5,244.4,8.16,19.73,1239.52
0,24,4,64.6,243.4,8.38,20.53,1219.49,4,12,65.1,253.1,8.54,21.21,1430.75
0,21,11,50.8,192.3,7.68,16.21,1281.35,4,23,55.8,227.3,8.28,18.87,1472.87
1,22,11,51.4,219.2,8.26,18.04,1273.56,5,8,68.0,217.2,8.44,19.01,1293.27
0,31,6,49.2,222.2,8.14,18.09,1154.46,5,14,78.8,217.2,8.42,19.73,1357.62
1,17,15,76.0,257.6,8.86,22.24,1393.28,2,8,60.0,197.7,8.48,17.18,1157.5
1,20,20,54.4,240.4,8.28,19.65,1570.07,0,10,56.8,195.5,8.2,16.82,1204.37
0,22,11,73.7,206.0,8.52,18.65,1300.91,5,13,55.5,226.2,8.44,18.78,1318.87
1,28,17,53.7,222.7,8.16,18.43,1467.68,7,12,56.0,229.2,7.86,19.01,1412.71
0,30,21,50.8,204.8,8.36,17.04,1455.8,9,9,55.3,183.5,7.72,15.92,1202.11
1,23,11,62.3,210.0,8.2,18.15,1302.95,1,6,73.4,208.0,8.08,18.76,1156.04
1,18,18,65.4,236.6,8.62,20.13,1516.4,6,15,64.1,192.6,8.42,17.11,1313.32
1,38,12,48.4,196.6,8.22,16.33,1284.66,3,8,65.9,188.3,8.16,16.95,1269.48
0,36,9,66.7,208.2,8.18,18.33,1289.49,4,24,68.1,248.9,8.44,21.13,1556.74
0,154,8,55.2,229.2,8.18,18.96,1250.56,9,11,79.6,262.3,8.48,22.79,1376.02
1,24,8,68.9,250.7,8.36,21.31,1337.55,4,13,51.2,257.8,8.46,20.6,1405.68
1,25,15,50.1,220.3,8.12,18.03,1438.85,6,18,61.1,214.1,8.44,18.35,1403.14
0,35,3,50.0,225.9,7.78,18.39,1127.53,12,14,59.4,245.2,8.24,20.31,1347.01
0,33,15,53.2,203.0,8.0,17.08,1327.15,8,12,72.7,221.7,8.18,19.63,1416.0
1,275,11,59.6,269.7,8.44,21.95,1368.91,5,7,68.4,267.1,8.38,22.37,1281.58
0,20,3,44.3,220.8,8.04,17.67,1106.93,3,11,66.6,259.4,8.48,21.73,1225.11
0,37,9,62.1,216.3,8.2,18.56,1199.52,8,19,60.0,220.3,8.5,18.69,1400.09
1,131,16,80.7,271.9,8.68,23.51,1477.19,1,7,58.0,195.5,8.14,16.9,1170.02
1,31,20,48.4,228.3,8.18,18.45,1530.58,7,17,62.0,182.2,8.14,16.28,1299.56
0,40,11,55.9,197.0,8.0,16.86,1248.33,3,18,72.3,196.3,8.34,17.91,1457.67
1,14,9,58.0,223.7,8.44,18.78,1274.64,1,14,74.0,238.3,8.52,20.82,1430.82
1,24,16,65.0,245.6,8.8,20.71,1389.38,1,7,76.4,262.0,8.52,22.56,1304.59
0,151,9,66.1,241.5,8.44,20.51,1216.37,1,12,67.4,227.3,8.44,19.65,1329.89
0,39,9,49.4,199.7,8.02,16.61,1236.76,6,13,75.8,250.0,8.6,21.72,1358.43
0,25,11,65.2,271.7,8.36,22.46,1396.05,3,10,55.9,197.7,7.98,16.91,1256.77
0,31,7,64.1,256.0,8.26,21.34,1275.96,4,13,50.4,212.4,8.22,17.52,1287.98
1,20,11,77.2,185.1,8.24,17.49,1332.55,5,12,47.4,236.5,8.28,18.93,1374.51
1,147,17,70.0,199.0,8.56,17.93,1417.75,2,14,63.6,209.8,8.48,18.23,1341.67
1,21,16,69.0,256.0,8.78,21.67,1478.57,4,4,69.6,186.2,8.26,17.05,1157.65
0,20,5,76.7,203.6,8.2,18.69,1215.97,2,14,63.8,223.9,8.38,19.18,1390.29
0,17,9,47.1,226.6,8.16,18.25,1313.39,4,13,60.7,223.4,8.22,18.94,1383.13
1,21,7,59.6,201.4,7.86,17.4,1240.8,6,17,75.8,218.8,8.48,19.64,1488.59
1,35,13,66.5,218.6,8.66,19.01,1403.17,4,4,65.6,211.4,8.22,18.47,1145.51
1,26,12,64.8,218.0,8.16,18.85,1304.57,3,18,67.4,209.9,8.3,18.49,1435.26
1,23,10,76.2,255.4,8.72,22.11,1364.27,1,6,57.8,230.0,8.48,19.19,1203.28
0,43,9,72.8,197.9,8.02,18.05,1273.43,4,19,79.2,239.4,8.76,21.24,1584.97
0,31,11,85.8,219.4,8.68,20.35,1375.46,0,21,67.1,176.5,8.76,16.24,1408.81
1,16,13,71.2,220.6,8.84,19.45,1310.55,6,5,76.4,207.0,8.4,18.89,1124.11
0,132,7,59.6,223.2,8.08,18.85,1210.56,9,15,68.8,230.9,8.42,19.98,1367.85
1,69,13,69.7,239.7,8.7,20.63,1434.73,26,9,63.4,216.1,8.38,18.63,1260.97
1,198,9,68.5,261.8,8.74,22.02,1288.64,3,4,66.1,219.0,8.36,19.01,1155.6
0,29,7,60.4,261.4,8.58,21.45,1270.67,3,7,64.6,278.9,8.6,22.9,1287.85
1,22,11,62.0,236.5,8.7,19.9,1298.55,7,12,84.5,235.8,8.68,21.35,1390.88
0,22,6,82.3,232.9,8.28,21.01,1262.97,5,14,62.2,247.8,8.68,20.67,1342.52
1,26,11,64.2,254.1,8.8,21.22,1307.95,3,5,54.7,245.8,8.54,20.03,1209.83
1,29,18,45.2,245.1,8.48,19.35,1390.38,6,14,59.8,216.3,8.38,18.41,1335.47
1,28,8,72.8,183.0,8.24,17.05,1210.17,1,3,44.3,238.3,8.1,18.84,1192.84
0,19,3,76.4,236.9,8.4,20.89,1183.73,3,8,70.0,223.7,8.52,19.58,1220.51
1,42,0,78.8,249.0,8.36,21.85,1134.95,1,9,65.8,267.1,8.66,22.19,1314.89
1,25,16,50.2,215.5,8.28,17.71,1339.14,3,15,62.6,239.9,8.38,20.17,1436.77
1,55,13,97.3,177.9,8.4,18.35,1310.83,1,16,51.6,185.9,8.24,15.83,1324.99
1,26,14,63.2,223.9,8.38,19.14,1280.46,5,10,72.0,225.9,8.68,19.86,1287.11
1,24,12,66.5,241.6,8.7,20.54,1325.28,4,7,70.0,221.2,8.6,19.41,1265.22
0,144,8,71.4,233.0,8.66,20.29,1207.97,2,8,67.5,239.1,8.34,20.44,1235.87
1,24,5,61.0,217.7,8.1,18.58,1154.2,6,10,57.2,182.9,8.06,16.01,1213.53
1,27,9,73.0,250.1,8.38,21.54,1379.45,6,7,48.4,217.0,8.2,17.69,1192.44
1,32,17,77.2,228.5,9.0,20.38,1419.85,2,7,73.2,214.5,8.5,19.18,1230.95
0,64,9,46.8,217.7,7.88,17.63,1238.88,13,21,76.2,209.2,8.54,19.03,1430.6
0,23,16,62.8,235.9,8.76,19.91,1446.43,2,13,64.1,217.7,8.56,18.79,1266.51
0,31,3,70.8,209.2,8.5,18.67,1108.78,10,4,75.6,269.5,8.76,23.01,1237.76
1,29,15,70.6,244.5,8.56,21.01,1428.07,4,9,73.8,219.2,8.48,19.53,1262.49
1,66,17,71.3,248.6,8.6,21.33,1402.48,1,6,62.1,232.0,8.34,19.61,1221.95
1,32,10,61.2,270.4,8.58,22.11,1300.44,9,5,58.2,250.0,8.22,20.55,1267.25
0,41,14,68.6,208.1,8.46,18.45,1367.41,7,10,73.9,228.4,8.64,20.15,1364.45
0,30,6,71.0,254.2,8.74,21.68,1215.45,4,9,74.4,247.3,8.8,21.45,1224.11
1,20,11,62.8,238.7,8.52,20.1,1314.81,3,9,72.8,252.2,8.64,21.67,1280.11
0,25,6,69.7,179.1,8.06,16.59,1187.61,5,15,72.8,254.6,8.8,21.83,1423.47
1,28,7,78.4,196.9,8.52,18.35,1233.67,3,12,53.9,221.3,8.52,18.35,1323.78
0,70,5,65.8,245.4,8.56,20.75,1219.93,8,13,62.4,272.4,8.82,22.32,1371.5
1,29,10,70.0,224.0,8.28,19.6,1275.69,7,5,66.6,220.1,8.42,19.11,1216.68
1,25,18,75.1,243.4,8.66,21.23,1439.33,2,13,64.6,221.4,8.18,19.07,1266.22
0,35,6,56.8,249.8,8.46,20.44,1281.75,5,9,82.2,234.8,8.56,21.13,1253.77
1,32,15,66.4,226.2,8.52,19.51,1383.61,6,9,69.3,221.8,8.2,19.41,1287.94
1,53,11,56.8,218.0,8.54,18.32,1266.49,2,6,55.4,229.1,8.4,18.97,1249.08
0,21,6,50.9,220.3,8.18,18.08,1153.88,5,16,81.0,279.5,8.9,24.03,1505.73
0,21,14,67.5,211.8,8.94,18.62,1361.88,4,5,70.4,254.4,8.56,21.65,1240.21
0,19,12,57.1,232.9,8.58,19.33,1303.61,3,15,83.6,239.5,8.84,21.54,1564.31
0,29,6,65.6,255.0,8.74,21.37,1248.66,5,10,87.4,244.3,8.92,22.11,1267.05
0,21,7,49.4,219.7,8.08,17.94,1257.12,4,18,56.3,234.3,8.54,19.37,1366.37
1,104,18,50.6,263.4,8.58,20.93,1592.27,6,3,44.8,199.4,7.68,16.28,1058.43
0,35,7,76.0,204.0,8.44,18.67,1222.84,4,13,58.8,217.9,8.56,18.45,1251.51
0,24,14,68.9,221.5,8.48,19.36,1376.17,2,17,75.3,204.6,8.68,18.66,1385.13
0,17,5,76.9,226.4,8.52,20.22,1243.53,6,14,68.8,274.4,8.84,22.88,1414.21
0,24,13,68.3,222.9,8.42,19.41,1420.75,6,11,64.0,232.8,8.46,19.79,1352.75
0,66,13,70.3,205.3,8.58,18.37,1298.48,13,15,64.8,264.4,8.52,21.95,1379.52
0,70,11,84.2,226.0,8.84,20.68,1317.24,10,5,75.4,198.9,8.28,18.29,1151.23
0,24,15,61.6,244.6,8.66,20.41,1369.26,5,18,65.2,207.5,8.52,18.18,1382.72
1,65,6,60.8,231.7,8.52,19.5,1203.68,11,9,71.6,226.5,8.6,19.87,1340.63
1,29,13,77.1,272.6,8.74,23.31,1456.18,6,9,69.0,227.9,8.5,19.79,1267.04
1,68,13,87.2,247.1,8.9,22.29,1431.65,10,6,51.0,208.5,8.22,17.3,1174.23
0,26,5,71.8,224.0,8.3,19.72,1171.53,5,9,65.0,241.9,8.5,20.46,1341.34
0,27,8,52.4,249.8,8.12,20.15,1288.59,6,9,71.3,212.1,8.36,18.89,1319.7
1,31,17,69.1,219.7,8.28,19.25,1440.05,6,22,67.4,206.9,8.32,18.29,1556.67
0,24,17,79.4,240.2,9.1,21.31,1419.09,0,5,60.0,250.3,8.36,20.69,1195.56
0,67,5,73.2,228.5,8.5,20.11,1177.07,12,14,52.8,250.3,8.6,20.21,1345.05
1,74,14,51.8,209.5,8.6,17.42,1218.87,8,14,66.4,231.9,8.42,19.89,1321.31
1,32,12,61.4,277.1,8.92,22.57,1383.76,2,5,70.7,238.9,8.56,20.64,1202.79
1,25,9,71.4,232.4,8.7,20.25,1239.3,3,8,67.2,235.5,8.52,20.18,1260.91
1,40,12,68.8,231.7,8.6,20.03,1288.25,11,12,67.8,205.8,8.16,18.24,1277.27
0,23,12,52.4,234.3,8.38,19.11,1247.17,5,11,84.8,249.4,8.64,22.28,1304.59
0,32,11,67.5,221.7,8.58,19.28,1310.46,4,16,70.0,250.6,8.98,21.37,1497.96
0,61,3,84.6,209.6,8.24,19.61,1163.58,32,9,55.6,236.4,8.52,19.47,1255.77
1,64,13,81.8,250.7,8.84,22.17,1394.01,9,7,64.0,256.2,8.64,21.35,1250.14
0,283,7,66.4,219.9,8.52,19.09,1220.31,14,15,75.5,244.2,8.78,21.31,1414.78
0,25,12,56.3,209.6,8.26,17.73,1270.03,3,23,67.0,215.8,8.66,18.85,1560.69
0,37,6,69.8,247.3,8.8,21.14,1266.43,7,8,71.2,268.4,8.66,22.64,1273.55
0,25,10,57.9,224.3,8.34,18.81,1302.85,3,16,55.2,238.8,8.34,19.6,1396.66
0,23,8,53.9,272.1,8.52,21.73,1285.85,1,9,72.6,229.2,8.28,20.12,1287.9
1,29,13,69.1,243.6,8.64,20.85,1405.21,2,14,70.6,249.1,8.6,21.31,1464.94
0,31,7,74.2,227.0,8.48,20.08,1266.79,6,7,73.2,220.2,8.48,19.56,1227.68
0,420,13,58.7,221.7,8.44,18.69,1378.15,6,9,69.0,229.6,8.46,19.91,1297.8
0,29,10,73.2,272.3,8.7,23.03,1370.68,5,9,70.1,231.4,8.34,20.1,1274.39
0,23,11,62.0,227.3,8.62,19.29,1285.15,4,11,66.8,265.7,8.58,22.17,1437.76
0,23,7,58.6,276.4,8.42,22.33,1274.15,5,15,56.4,224.7,8.4,18.74,1420.09
0,38,14,63.0,211.5,8.28,18.3,1381.29,5,22,79.4,232.8,8.72,20.81,1606.81
0,29,8,61.4,242.6,8.52,20.27,1282.91,6,14,78.2,239.9,8.84,21.21,1417.2
1,36,17,70.8,261.2,8.84,22.13,1538.11,6,8,76.4,223.3,8.24,19.98,1293.83
0,23,11,57.7,235.8,8.16,19.57,1361.23,7,19,63.5,260.0,8.76,21.57,1480.71
0,453,5,67.6,237.4,8.56,20.33,1233.21,1,3,64.0,256.4,8.4,21.36,1165.21
0,22,15,65.4,216.4,8.32,18.79,1305.35,1,21,61.4,211.5,8.48,18.19,1450.35
1,25,12,78.6,225.8,8.68,20.29,1377.56,4,10,66.4,255.1,8.66,21.43,1363.76
1,29,14,63.4,200.4,8.46,17.59,1302.31,5,9,65.6,213.8,8.36,18.63,1227.23
1,36,16,60.2,212.9,8.42,18.21,1407.91,4,11,51.0,210.6,8.34,17.44,1294.87
0,22,4,60.0,198.7,8.0,17.25,1163.92,7,13,63.1,253.7,8.7,21.12,1359.85
0,28,12,58.4,212.0,8.32,18.03,1303.69,7,9,61.0,249.0,8.46,20.67,1285.55
0,20,9,52.6,220.7,8.18,18.22,1260.02,3,14,72.4,221.4,8.54,19.59,1340.58
1,16,17,63.4,234.6,8.46,19.87,1447.86,3,14,65.8,219.5,8.42,19.02,1310.71
1,23,7,68.4,218.0,8.42,19.09,1215.59,5,12,49.4,233.4,8.48,18.85,1285.52
0,23,11,59.2,213.4,8.38,18.17,1243.84,7,15,78.8,264.7,8.62,22.9,1423.57
0,22,17,62.2,170.0,8.48,15.48,1317.13,3,13,74.8,225.2,8.7,20.0,1406.96
1,51,10,70.2,221.1,8.42,19.42,1240.32,10,5,76.4,204.1,8.16,18.7,1121.07
